"code","area","perimeter","contactWithRoad","widthContactWithRoad","numberOfNeighborhood","HausDist","DisHausDst","CodeAppar","AspectRatio"
"77152-AY-2-Densifyed-0282","933.7268719294987","145.53855993928056","true","74.94823249102576","2","0.7912139788797523","15.501567662478607","77152000AY0765","0.2831757762248257"
"77243-BH-1-Densifyed-0363","370.15741867560575","77.05080647785442","true","60.63869458229124","2","0.7591841359784459","10.292636020049603","77243000BH0427","0.6336094323646296"
"77389-AK-1-Densifyed-0016","429.27090805432897","88.80547933488457","true","41.438837005661846","3","0.6101109876335524","27.723187561012413","77389000AK0124","0.526218417504793"
"77312-AC-1-Densifyed-0243","874.9187531493421","138.48373719083838","true","123.88668027512782","2","0.7604287153337743","14.520593862009962","77312000AC0516","0.2944212487317377"
"77243-AP-3-Densifyed-0061","1313.0217650895736","234.9071565799703","true","102.2994252503729","3","0.7664304112612219","23.157006608567766","77243000AP0299","0.9434698477547361"
"77317-AD-3-Densifyed-0062","290.5259327780739","68.88278832822374","true","38.49108038360295","2","0.7308678060694394","11.728894957119712","77317000AD0187","0.6111214780412146"
"77285-BW-1-Densifyed-0073","573.0595828412085","181.79123662711388","true","145.57330861053924","3","0.7888135399466704","18.41285627562716","77285000BW0143","0.11912219182641476"
"77152-AW-1-Densifyed-0160","2205.3649661055792","372.13705209039284","true","272.02257431841343","2","0.5415222927640972","75.3594041184145","77152000AW0436","0.16369320968981735"
"77152-AY-1-Densifyed-0292","1680.4212772876356","235.89148821904297","true","86.2268178325401","4","0.4039628859231793","60.32896867134062","77152000AY0791","0.4432983965030597"
"77285-BY-1-Densifyed-0127","579.9441695526276","96.92098927485732","true","50.2543504030442","4","0.5721645867221605","42.061965219758136","77285000BY0229","0.6155846347571154"
"77285-BR-2-Densifyed-0133","460.3307709922978","110.07061136307651","true","101.63812077060697","2","0.5405631881392069","39.542809060597186","77285000BR0218","0.22936681821372482"
"77152-AB-2-Densifyed-0062","498.97915958253094","91.22055742675488","true","66.51197962257247","2","0.9636637711349829","1.5923369363350015","77152000AB0295","0.5551565198538037"
"77243-AN-2-Densifyed-0243","333.90769701675845","78.12994502623368","true","28.874647704605227","3","0.6914201380853067","14.512877650827276","77243000AN0361","0.49311124983225435"
"77243-AP-1-Densifyed-0054","463.207564736785","100.31720107253099","true","51.87534000744488","3","0.5185384313047426","44.4104183789821","77243000AP0275","0.2980250047426149"
"77217-0C-3-Densifyed-0621","730.9548172029645","109.0434638356452","true","65.5045164622297","3","0.6348724215306987","30.7594612014922","772170000C0835","0.6105716742229043"
"77390-0B-3-Densifyed-0250","249.28089001294154","63.15670323866589","false","0.0","7","0.4826903376941811","34.981397765408715","773900000B1214","0.7012121619852216"
"77243-BE-1-Densifyed-0084","414.5984709730884","94.56262983461549","true","49.22041894451513","4","0.7867302294585382","8.696717821583393","77243000BE0505","0.3100897683554846"
"77152-AY-1-Densifyed-0300","1302.1206431192763","242.3458972886394","true","174.8895641257362","3","0.7358601497879493","29.407443955462412","77152000AY0806","0.24305952469080702"
"77389-AI-2-Densifyed-0042","648.4978911118111","135.1277043251414","true","51.00399358108363","3","0.7584120322921849","21.46543733543437","77389000AI0140","0.981943935881056"
"77243-AI-3-Densifyed-0037","453.3672708555643","118.58756844224244","true","68.95391429387087","4","0.912340580908312","3.9089499875990628","77243000AI0377","0.29067625467990144"
"77152-AW-2-Densifyed-0062","537.7768803741712","96.35522845243833","true","52.55037357300634","2","0.8836874455952564","5.325209016124479","77152000AW0657","0.9977790157754493"
"77222-AD-1-Densifyed-0221","584.3346561117133","96.87634412936148","true","25.1548652942411","3","0.5815290720031476","22.256321919824508","77222000AD0224","0.9889024192071434"
"77243-BE-2-Densifyed-0055","435.47797490556286","86.83008959307762","true","60.71118998571268","2","0.7155166749719079","12.215029531168017","77243000BE0458","0.4825056276739524"
"77317-AC-1-Densifyed-0654","403.6576910579448","85.88086758077829","true","46.22510141948506","4","0.806171622878894","7.526331923427699","77317000AC0783","0.422260102185062"
"77317-AD-2-Densifyed-0062","852.2487240043793","156.30537115713324","true","64.40094874250565","5","0.678402891081706","21.734821941890175","77317000AD0193","0.40988183761810953"
"77312-AK-2-Densifyed-0399","668.9497063891056","162.67936631222184","true","64.85979224914539","2","0.7267170458743855","15.115386200537486","77312000AK1016","0.29541241816075803"
"77285-BR-2-Densifyed-0065","472.8715151508441","114.8621465765836","true","58.54159906730914","4","0.6210142544755245","18.904465366586393","77285000BR0282","0.20681535139587937"
