210-25267-null,A,25267,null,23.080150002009027,23.080150002009027,0.0,1.0
107-25267-null,A,25267,null,508.4709000071984,508.4709000071984,0.0,1.0
683-25267-null,A,25267,null,8974.89594999134,8974.89594999134,0.0,1.0
693-25267-null,A,25267,null,4785.006450051122,4785.006450051122,0.0,0.0
2-25267-null,A,25267,null,14066.134850019325,14066.134850019325,0.0,1.0
583-25267-null,A,25267,null,1616.001450001395,1616.001450001395,0.0,0.0
127-25267-null,A,25267,null,803.5587500043644,803.5587500043644,0.0,1.0
200-25267-null,A,25267,null,5818.693749989156,5818.693749989156,0.0,1.0
117-25267-null,A,25267,null,829.3571999901723,829.3571999901723,0.0,1.0
593-25267-null,A,25267,null,78.33645000142471,78.33645000142471,0.0,1.0
694-25395-null,A,25395,null,987.6012000014412,987.6012000014412,0.0,1.0
320-25267-null,A,25267,null,1380.461000017503,1380.461000017503,0.0,1.0
573-25267-null,A,25267,null,551.5944000019256,551.5944000019256,0.0,1.0
110-25267-null,A,25267,null,4518.535299996521,4518.535299996521,0.0,1.0
783-25267-null,A,25267,null,564.0177999981688,564.0177999981688,0.0,1.0
330-25267-null,A,25267,null,68008.55244998448,68008.55244998448,0.0,0.0
563-25267-null,A,25267,null,777.7708499963496,777.7708499963496,0.0,1.0
130-25267-null,A,25267,null,11049.120400010794,11049.120400010794,0.0,1.0
773-25267-null,A,25267,null,30139.39545001366,30139.39545001366,0.0,1.0
120-25267-null,A,25267,null,9209.627400025238,9209.627400025238,0.0,0.0
340-25267-null,A,25267,null,37.06184999731599,37.06184999731599,0.0,1.0
553-25267-null,A,25267,null,651.8487000069255,651.8487000069255,0.0,1.0
150-25267-null,A,25267,null,951.2079500129212,951.2079500129212,0.0,0.0
753-25267-null,A,25267,null,356.1432999995183,356.1432999995183,0.0,1.0
743-25267-null,A,25267,null,72812.94470010154,72812.94470010154,0.0,1.0
763-25267-null,A,25267,null,71364.55784994665,71364.55784994665,0.0,0.0
350-25267-null,A,25267,null,9088.93210002937,9088.93210002937,0.0,1.0
370-25267-null,A,25267,null,2884.577650033551,2884.577650033551,0.0,1.0
523-25267-null,A,25267,null,1602.6925999988512,1602.6925999988512,0.0,0.0
140-25267-null,A,25267,null,61.061949997415724,61.061949997415724,0.0,1.0
287-25267-null,A,25267,null,27888.042200142765,27888.042200142765,0.0,1.0
360-25267-null,A,25267,null,1610.3600000099525,1610.3600000099525,0.0,1.0
533-25267-null,A,25267,null,5302.591449973305,5302.591449973305,0.0,1.0
190-25267-null,A,25267,null,3737.6148499692817,3737.6148499692817,0.0,1.0
